punto;norte;este;altitud;prof;ca;celda_cod_plano;celda;eva;tip_comp;area_grilla;locacion;grilla;Shape_Leng;Shape_Le_1;Shape_Area;tph
L-X,6,PZEA9511-1;9530877.853;484643.375;297;0.4;0006-5-2025-102;G9;EA9511-G9;1ra. Eval.;Area remediada;2.259471092;EA9511;EA9511-G9-7675;6.431937195;6.431937195;2.259643518;4952
L-X,6,PZEA9511-2;9530885.166;484645.767;297;0.4;0006-5-2025-102;G9;EA9511-G9;1ra. Eval.;Area remediada;2.65092762;EA9511;EA9511-G9-8113;6.737619582;6.737619582;2.650898639;18
L-X,6,PZEA9511-3;9530900.111;484647.481;297;0.4;0006-5-2025-102;G9;EA9511-G9;1ra. Eval.;Area remediada;3.150821343;EA9511;EA9511-G9-7904;6.920403551;6.920403551;3.150719015;24
L-X,6,PZEA9511-4;9530903.852;484656.817;297;0.4;0006-5-2025-102;G9;EA9511-G9;1ra. Eval.;Area remediada;3.199570867;EA9511;EA9511-G9-7679;7.031426181;7.031426181;3.19961746;7
L-X,6,PZEA9511-5;9530907.596;484660.662;297;0.4;0006-5-2025-102;G9;EA9511-G9;1ra. Eval.;Area remediada;2.895949657;EA9511;EA9511-G9-8543;6.949189189;6.949189189;2.895863493;23
L-X,6,PZEA9511-6;9530913.276;484669.867;297;0.4;0006-5-2025-102;G9;EA9511-G9;1ra. Eval.;Area remediada;3.50000115;EA9511;EA9511-G9-7059;7.4834;7.4834;3.50007972;0
L-X,6,PZEA2069-1;9531092.876;484480.913;291;0.25;0006-5-2025-102;B4;EA2069-B4;1ra. Eval.;Area remediada;3.500001146;EA2069;EA2069-B4-7835;7.483199999;7.483199999;3.499892639;39
L-X,6,PZEA2069-2;9531091.021;484480.937;291;0.25;0006-5-2025-102;B4;EA2069-B4;1ra. Eval.;Area remediada;3.404820726;EA2069;EA2069-B4-6879;7.319455225;7.319455225;3.404680979;2629
L-X,6,PZEA2069-3;9531089.134;484482.784;291;0.25;0006-5-2025-102;B4;EA2069-B4;1ra. Eval.;Area remediada;3.500001156;EA2069;EA2069-B4-8185;7.483600002;7.483600002;3.500266812;36
L-X,6,PZEA2069-4;9531089.316;484484.556;291;0.1;0006-5-2025-102;B5;EA2069-B5;1ra. Eval.;Area remediada;2.724645688;EA2069;EA2069-B5-7761;6.887314249;6.887314249;2.724703093;10
L-X,6,PZEA2069-5;9531092.876;484484.654;291;0.1;0006-5-2025-102;B5;EA2069-B5;1ra. Eval.;Area remediada;3.500001146;EA2069;EA2069-B5-8395;7.483200001;7.483200001;3.499892641;23
L-X,6,PZEA2069-6;9531092.876;484486.525;291;0.1;0006-5-2025-102;B5;EA2069-B5;1ra. Eval.;Area remediada;3.500001141;EA2069;EA2069-B5-6943;7.483199999;7.483199999;3.499892639;10
L-X,6,PZEA2069-7;9531094.746;484486.525;291;0.1;0006-5-2025-102;B5;EA2069-B5;1ra. Eval.;Area remediada;3.500001134;EA2069;EA2069-B5-7422;7.483199999;7.483199999;3.499892639;12
L-X,6,PZEA2069-8;9531094.695;484488.018;291;0.1;0006-5-2025-102;B5;EA2069-B5;1ra. Eval.;Area remediada;2.067053695;EA2069;EA2069-B5-7284;5.986788868;5.986788868;2.06705902;7
L-X,6,PZEA2069-9;9531094.746;484480.913;291;0.25;0006-5-2025-102;B4;EA2069-B4;1ra. Eval.;Area remediada;3.500001139;EA2069;EA2069-B4-7363;7.483199999;7.483199999;3.499892639;9
L-X,6,PZEA299-1;9530982.376;484204.151;297;0.1;0006-5-2025-102;B3;EA299-B3;1ra. Eval.;Area remediada;2.868099981;EA299;EA299-B3-8954;6.793141198;6.793141198;2.86814549;0
L-X,6,PZEA299-2;9530980.626;484207.772;297;0.1;0006-5-2025-102;B3;EA299-B3;1ra. Eval.;Area remediada;3.50000115;EA299;EA299-B3-7175;7.4834;7.4834;3.50007972;1128
L-X,6,PZEA299-3;9530982.497;484209.642;297;0.1;0006-5-2025-102;B3;EA299-B3;1ra. Eval.;Area remediada;3.500001137;EA299;EA299-B3-8287;7.483199999;7.483199999;3.499892639;1191
L-X,6,PZEA299-4;9530982.44;484211.129;297;0.1;0006-5-2025-102;B3;EA299-B3;1ra. Eval.;Area remediada;2.030065264;EA299;EA299-B3-7886;5.764915536;5.764915536;2.030117706;1927
L-X,6,PZEA299-5;9530980.527;484211.309;297;0.1;0006-5-2025-102;B3;EA299-B3;1ra. Eval.;Area remediada;2.631226321;EA299;EA299-B3-7790;6.962967735;6.962967735;2.63143564;1559
L-X,6,PZEA2209-1;9530714.968;484232.092;297;0.4;0006-5-2025-102;B3;EA2209-B3;1ra. Eval.;Area remediada;3.500001146;EA2209;EA2209-B3-7467;7.4834;7.4834;3.50007972;0
L-X,6,PZEA2209-2;9530713.1;484232.095;297;0.4;0006-5-2025-102;B3;EA2209-B3;1ra. Eval.;Area remediada;3.488024839;EA2209;EA2209-B3-7744;7.408799474;7.408799474;3.487914165;3193
L-X,6,PZEA2209-3;9530716.839;484232.092;297;0.4;0006-5-2025-102;B3;EA2209-B3;1ra. Eval.;Area remediada;3.500001146;EA2209;EA2209-B3-7364;7.483200004;7.483200004;3.499892644;3308
L-X,6,PZEA2209-4;9530718.771;484237.534;297;0.4;0006-5-2025-102;B3;EA2209-B3;1ra. Eval.;Area remediada;2.825123374;EA2209;EA2209-B3-8132;6.854573415;6.854573415;2.82518862;1814
L-X,6,PZEA2209-5R;9530763.61;484258.284;297;0.25;0006-5-2025-102;E9;EA2209-E9;1ra. Eval.;Area remediada;3.500001134;EA2209;EA2209-E9-8243;7.483199999;7.483199999;3.499892639;1199
L-X,6,PZEA2209-6;9530756.126;484258.284;297;0.25;0006-5-2025-102;E9;EA2209-E9;1ra. Eval.;Area remediada;3.500001137;EA2209;EA2209-E4-6968;7.483199999;7.483199999;3.499892639;2016
L-X,6,PZEA2209-7;9530756.201;484260.07;297;0.25;0006-5-2025-102;E9;EA2209-E9;1ra. Eval.;Area remediada;3.110819658;EA2209;EA2209-E4-7003;6.973584384;6.973584384;3.110752146;2994
L-X,6,PZEA2209-8;9530752.281;484260.051;297;0.25;0006-5-2025-102;E4;EA2209-E4;1ra. Eval.;Area remediada;2.982617332;EA2209;EA2209-E4-6567;6.887339211;6.887339211;2.982545565;2953
L-X,6,PZEA2209-9;9530752.385;484258.284;297;0.25;0006-5-2025-102;E4;EA2209-E4;1ra. Eval.;Area remediada;3.500001141;EA2209;EA2209-E4-7174;7.483199999;7.483199999;3.499892639;6278
L-X,6,PZEA2209-10;9530752.385;484256.413;297;0.25;0006-5-2025-102;E4;EA2209-E4;1ra. Eval.;Area remediada;3.500001146;EA2209;EA2209-E4-6684;7.4834;7.4834;3.50007972;3232
L-X,6,PZEA9521-1R;9530630.93;484035.665;297;0.2;0006-5-2025-102;F8;EA9521-F8;1ra. Eval.;Area remediada;2.937815334;EA9521;EA9521-F8-7354;6.741918211;6.741918211;2.937689682;1118
L-X,6,PZEA9521-2;9530630.781;484048.751;297;0.2;0006-5-2025-102;F4;EA9521-F4;1ra. Eval.;Area remediada;3.500001134;EA9521;EA9521-F4-8908;7.483200002;7.483200002;3.499892642;2596
L-X,6,PZEA9521-3;9530630.781;484050.622;297;0.2;0006-5-2025-102;F4;EA9521-F4;1ra. Eval.;Area remediada;3.500001151;EA9521;EA9521-F4-6473;7.483400004;7.483400004;3.500079724;2702
L-X,6,PZEA9521-4;9530629.048;484050.701;297;0.2;0006-5-2025-102;F4;EA9521-F4;1ra. Eval.;Area remediada;2.918043078;EA9521;EA9521-F4-6460;6.952519271;6.952519271;2.918113429;2023
L-X,6,PZEA9521-5;9530634.477;484029.998;297;0.15;0006-5-2025-102;F8;EA9521-F8;1ra. Eval.;Area remediada;3.290991611;EA9521;EA9521-F8-6712;7.104821836;7.104821836;3.29104572;2259
L-X,6,PZEA9521-6;9530643.768;484022.491;297;0.15;0006-5-2025-102;F8;EA9521-F8;1ra. Eval.;Area remediada;2.967280473;EA9521;EA9521-F8-8865;6.705263775;6.705263775;2.967239345;426
L-X,6,PZEA1685-1;9531096.622;485042.157;297;0.15;0006-5-2025-102;E3;EA1685-E3;1ra. Eval.;Areas remediadas;3.481063546;EA1685;EA1685-E3-8609;7.485638279;7.485638279;3.481125908;46
L-X,6,PZEA1685-2;9531098.461;485042.19;297;0.15;0006-5-2025-102;E3;EA1685-E3;1ra. Eval.;Areas remediadas;3.377959585;EA1685;EA1685-E3-7996;7.198828713;7.198828713;3.377852662;31
L-X,6,PZEA1685-3;9531100.476;485045.735;297;0.15;0006-5-2025-102;E3;EA1685-E3;1ra. Eval.;Areas remediadas;2.739090144;EA1685;EA1685-E3-8004;6.806475096;6.806475096;2.738976104;48
L-X,6,PZEA1685-4;9531109.713;485049.645;297;0.15;0006-5-2025-102;E3;EA1685-E3;1ra. Eval.;Areas remediadas;3.50000115;EA1685;EA1685-E3-7398;7.483599998;7.483599998;3.500266808;56
L-X,6,PZEA1685-5;9531111.296;485053.328;297;0.15;0006-5-2025-102;E3;EA1685-E3;1ra. Eval.;Areas remediadas;2.096860883;EA1685;EA1685-E3-6991;5.821315358;5.821315358;2.096850984;115
L-X,6,PZEA9421-9;9532078.803;486632.366;307;0.1;0006-5-2025-102;G1;EA9421-G1;1ra. Eval.;Areas remediadas;3.500001153;EA9421;EA9421-G1-2477;7.483199999;7.483199999;3.499892639;87
L-X,6,PZEA9421-10;9532073.19;486624.883;307;0.2;0006-5-2025-102;G5;EA9421-G5;1ra. Eval.;Areas remediadas;3.500001146;EA9421;EA9421-G5-5682;7.483199999;7.483199999;3.499892639;54
L-X,6,PZEA9421-11;9532076.932;486621.141;307;0.2;0006-5-2025-102;G5;EA9421-G5;1ra. Eval.;Areas remediadas;3.500001139;EA9421;EA9421-G5-953;7.483399998;7.483399998;3.500079719;57
L-X,6,PZEA1225-14;9532037.645;486830.674;310;0.4;0006-5-2025-102;B15;EA1225-B15;1ra. Eval.;Areas remediadas;3.50000115;EA1225;EA1225-B15-4516;7.483599998;7.483599998;3.500266808;368
L-X,6,PZEA1225-15;9532039.255;486826.943;310;0.4;0006-5-2025-102;B15;EA1225-B15;1ra. Eval.;Areas remediadas;2.523042466;EA1225;EA1225-B15-5906;6.440831142;6.440831142;2.522960881;17
L-X,6,PZEA1225-16;9532032.032;486802.612;310;0.4;0006-5-2025-102;B26;EA1225-B26;1ra. Eval.;Areas remediadas;3.500001143;EA1225;EA1225-B26-45;7.483399998;7.483399998;3.500079719;39
L-X,6,PZEA1225-17;9532041.386;486806.353;310;0.4;0006-5-2025-102;B26;EA1225-B26;1ra. Eval.;Areas remediadas;3.500001148;EA1225;EA1225-B26-109;7.483199999;7.483199999;3.499892639;54
L-X,6,PZEA1225-18;9532050.741;486811.966;310;0.4;0006-5-2025-102;B26;EA1225-B26;1ra. Eval.;Areas remediadas;3.50000115;EA1225;EA1225-B26-326;7.4834;7.4834;3.50007972;68
L-X,6,PZEA1792-9;9532623.003;486282.348;298;0.2;0006-5-2025-102;B4;EA1792-B4;1ra. Eval.;Areas remediadas;2.251594621;EA1792;EA1792-B4-2173;6.615967076;6.615967076;2.251667456;2156
L-X,6,PZEA9436-5;9532275.24;485921.451;309;0.1;0006-5-2025-102;C6;EA9436-C6;1ra. Eval.;Areas remediadas;3.50000115;EA9436;EA9436-C6-2330;7.4834;7.4834;3.50007972;0
L-X,6,PZEA9436-6;9532282.725;485927.061;309;0.1;0006-5-2025-102;C6;EA9436-C6;1ra. Eval.;Areas remediadas;3.342447984;EA9436;EA9436-C6-4572;7.044707927;7.044707927;3.342681086;0
L-X,6,PZEA1759-11;9531902.945;486162.788;307;0.15;0006-5-2025-102;B4;EA1759-B4;1ra. Eval.;Areas remediadas;3.50000115;EA1759;EA1759-B4-642;7.483399998;7.483399998;3.500079719;50
L-X,6,PZEA1759-12;9531902.98;486160.985;307;0.15;0006-5-2025-102;B4;EA1759-B4;1ra. Eval.;Areas remediadas;3.232130889;EA1759;EA1759-B4-4020;7.176473112;7.176473112;3.232265054;0
L-X,6,PZEA1759-13;9531895.474;486157.191;307;0.4;0006-5-2025-102;B3;EA1759-B3;1ra. Eval.;Areas remediadas;3.438811476;EA1759;EA1759-B3-1287;7.330859197;7.330859197;3.438885718;0
L-X,6,PZEA1759-14;9531899.214;486160.904;307;0.4;0006-5-2025-102;B3;EA1759-B3;1ra. Eval.;Areas remediadas;3.448695483;EA1759;EA1759-B3-2661;7.663030942;7.663030942;3.448586599;0
L-X,6,PZEA1350-1;9531893.458;485489.067;317;0.4;0006-5-2025-102;A16;EA1350-A16;1ra. Eval.;Areas remediadas;2.471443267;EA1350;EA1350-A16-5898;7.324073168;7.324073168;2.471500769;26
L-X,6,PZEA1350-2;9531891.72;485489.29;317;0.4;0006-5-2025-102;A16;EA1350-A16;1ra. Eval.;Areas remediadas;3.500001143;EA1350;EA1350-A16-764;7.483399998;7.483399998;3.500079719;554
L-X,6,PZEA1350-3;9531887.978;485493.031;317;0.4;0006-5-2025-102;A16;EA1350-A16;1ra. Eval.;Areas remediadas;3.500001139;EA1350;EA1350-A16-2246;7.483199999;7.483199999;3.499892639;4125
L-X,6,PZEA1350-4;9531887.62;485496.773;317;0.4;0006-5-2025-102;A16;EA1350-A16;1ra. Eval.;Areas remediadas;2.608247315;EA1350;EA1350-A16-4816;7.433031802;7.433031802;2.60817469;67
L-X,6,PZEA1350-5;9531889.936;485496.823;317;0.4;0006-5-2025-102;A16;EA1350-A16;1ra. Eval.;Areas remediadas;3.133249053;EA1350;EA1350-A16-1682;7.545030128;7.545030128;3.133276402;10165
L-X,6,PZEA1350-6;9531893.565;485498.62;317;0.1;0006-5-2025-102;A11;EA1350-A11;1ra. Eval.;Areas remediadas;3.393987739;EA1350;EA1350-A11-1919;7.219458815;7.219458815;3.393891179;4315
L-X,6,PZEA1350-7;9531895.322;485496.664;317;0.1;0006-5-2025-102;A11;EA1350-A11;1ra. Eval.;Areas remediadas;2.856850167;EA1350;EA1350-A11-1758;6.833727425;6.833727425;2.856915658;21
L-X,6,PZEA1350-8;9531893.59;485494.902;317;0.4;0006-5-2025-102;A11;EA1350-A11;1ra. Eval.;Areas remediadas;3.500001146;EA1350;EA1350-A16-4396;7.4834;7.4834;3.50007972;51
L-X,6,PZEA1350-9;9531895.452;485502.395;317;0.1;0006-5-2025-102;A11;EA1350-A11;1ra. Eval.;Areas remediadas;3.46266581;EA1350;EA1350-A11-455;7.330603103;7.330603103;3.462743679;397
L-X,6,PZEA1350-10;9531893.59;485506.595;317;0.1;0006-5-2025-102;A11;EA1350-A11;1ra. Eval.;Areas remediadas;2.632845206;EA1350;EA1350-A11-538;8.844308792;8.844308792;2.632751205;37
L-X,6,PZEA1350-11;9531892.037;485507.954;317;0.1;0006-5-2025-102;A11;EA1350-A11;1ra. Eval.;Areas remediadas;2.298259557;EA1350;EA1350-A11-6088;6.231028126;6.231028126;2.298307105;40
L-X,6,PZEA2223-1R;9531637.504;485480.239;303;0.1;0006-5-2025-102; ; ; ;Areas remediadas;2.034047539;EA2223;EA2223-A4-3072;6.491132767;6.491132767;2.034095584;0
L-X,6,PZEA2223-2;9531633.544;485483.677;303;0.1;0006-5-2025-102;A4;EA2223-A4;1ra. Eval.;Areas remediadas;3.497564702;EA2223;EA2223-A4-4253;7.451229549;7.451229549;3.497451459;11
L-X,6,PZEA2223-3;9531627.929;485481.81;303;0.1;0006-5-2025-102;A4;EA2223-A4;1ra. Eval.;Areas remediadas;3.48669655;EA2223;EA2223-A4-1784;7.396726326;7.396726326;3.48676824;34
L-X,6,PZEA2223-4;9531626.107;485481.7;303;0.1;0006-5-2025-102;A4;EA2223-A4;1ra. Eval.;Areas remediadas;3.080522511;EA2223;EA2223-A4-1821;7.100474188;7.100474188;3.080712875;12
L-X,6,PZEA2157-1;9531560.507;483861.98;299;0.15;0006-5-2025-102;C5;EA2157-C5;1ra. Eval.;Area remediada;2.249513783;EA2157;EA2157-C5-8522;6.251216888;6.251216888;2.249495829;980
L-X,6,PZEA2157-2;9531560.583;483865.41;299;0.15;0006-5-2025-102;C5;EA2157-C5;1ra. Eval.;Area remediada;3.500001134;EA2157;EA2157-C5-7762;7.483399998;7.483399998;3.500079719;352
L-X,6,PZEA2157-3;9531560.583;483867.281;299;0.15;0006-5-2025-102;C5;EA2157-C5;1ra. Eval.;Area remediada;3.500001139;EA2157;EA2157-C5-8155;7.483399998;7.483399998;3.500079719;616
L-X,6,PZEA2157-4;9531560.77;483869.034;299;0.15;0006-5-2025-102;C5;EA2157-C5;1ra. Eval.;Area remediada;2.671110823;EA2157;EA2157-C5-8299;6.892055314;6.892055314;2.671328175;271
L-X,6,PZEA2157-5;9531562.454;483869.152;299;0.15;0006-5-2025-102;C5;EA2157-C5;1ra. Eval.;Area remediada;3.499302026;EA2157;EA2157-C5-8519;7.490170987;7.490170987;3.4993792;745
L-X,6,PZEA2157-6;9531564.324;483865.41;299;0.15;0006-5-2025-102;C5;EA2157-C5;1ra. Eval.;Area remediada;3.500001134;EA2157;EA2157-C5-7649;7.483199999;7.483199999;3.499892639;220
L-X,6,PZEA2157-7;9531581.405;483873.086;299;0.15;0006-5-2025-102;D4;EA2157-D4;1ra. Eval.;Area remediada;2.23335125;EA2157;EA2157-D4-8615;6.19322336;6.19322336;2.233310698;2731
L-X,6,PZEA2157-8;9531581.409;483874.732;299;0.15;0006-5-2025-102;D4;EA2157-D4;1ra. Eval.;Area remediada;2.566298725;EA2157;EA2157-D4-8728;6.506747647;6.506747647;2.566407074;1218
L-X,6,PZEA2157-9;9531581.55;483876.594;299;0.15;0006-5-2025-102;D4;EA2157-D4;1ra. Eval.;Area remediada;2.034737774;EA2157;EA2157-D4-7136;5.938348779;5.938348779;2.034775618;222
L-X,6,PZEA2157-10;9531582.941;483876.563;299;0.15;0006-5-2025-102;D4;EA2157-D4;1ra. Eval.;Area remediada;3.09642562;EA2157;EA2157-D4-8375;6.979401302;6.979401302;3.096299339;1159
L-X,6,PZEA2216-1;9531266.581;483766.461;301;0.25;0006-5-2025-102;D3;EA2216-D3;1ra. Eval.;Area remediada;2.116059869;EA2216;EA2216-D3-7127;6.342556095;6.342556095;2.116067135;6197
L-X,6,PZEA2216-2;9531266.754;483767.996;301;0.25;0006-5-2025-102;D3;EA2216-D3;1ra. Eval.;Area remediada;2.883732905;EA2216;EA2216-D3-8698;6.823401745;6.823401745;2.883623731;683
L-X,6,PZEA2216-3;9531264.992;483768.127;301;0.25;0006-5-2025-102;D3;EA2216-D3;1ra. Eval.;Area remediada;3.500001146;EA2216;EA2216-D3-7455;7.483200001;7.483200001;3.499892641;57
L-X,6,PZEA9523-1;9531085.392;483700.777;303;0.2;0006-5-2025-102;C2;EA9523-C2;1ra. Eval.;Area remediada;3.50000115;EA9523;EA9523-C2-6486;7.4834;7.4834;3.50007972;1432
L-X,6,PZEA9523-2;9531087.263;483700.777;303;0.2;0006-5-2025-102;C2;EA9523-C2;1ra. Eval.;Area remediada;3.500001143;EA9523;EA9523-C2-6561;7.4834;7.4834;3.50007972;2236
L-X,6,PZEA9523-3;9531087.064;483704.338;303;0.2;0006-5-2025-102;C2;EA9523-C2;1ra. Eval.;Area remediada;2.471880541;EA9523;EA9523-C2-8672;6.642750651;6.642750651;2.471821325;2333
L-X,6,PZEA9523-4;9531083.521;483702.648;303;0.2;0006-5-2025-102;C2;EA9523-C2;1ra. Eval.;Area remediada;3.500001146;EA9523;EA9523-C2-7448;7.483399998;7.483399998;3.500079719;1385
L-X,6,PZEA1289-1;9531328.6;483414.54;307;0.4;0006-5-2025-102;B12;EA1289-B12;1ra. Eval.;Area remediada;3.500001156;EA1289;EA1289-B12-7396;7.483400002;7.483400002;3.500079722;40
L-X,6,PZEA1289-2;9531330.471;483414.54;307;0.4;0006-5-2025-102;B12;EA1289-B12;1ra. Eval.;Area remediada;3.499907728;EA1289;EA1289-B12-8045;7.47597856;7.47597856;3.499798799;28
L-X,6,PZEA1289-3;9531326.729;483416.411;307;0.4;0006-5-2025-102;B12;EA1289-B12;1ra. Eval.;Area remediada;3.500001134;EA1289;EA1289-B12-6882;7.483200001;7.483200001;3.499892641;25
L-X,6,PZEA1289-4R;9531336.084;483416.412;307;0.1;0006-5-2025-102;B13;EA1289-B13;1ra. Eval.;Area remediada;3.500001137;EA1289;EA1289-B13-6467;7.483200004;7.483200004;3.499892644;2356
L-X,6,PZEA1289-5;9531317.61;483433.193;307;0.25;0006-5-2025-102;B6;EA1289-B6;1ra. Eval.;Area remediada;2.576394865;EA1289;EA1289-B6-7663;6.315810338;6.315810338;2.57638403;48
L-X,6,PZEA1289-6;9531319.246;483433.249;307;0.25;0006-5-2025-102;B6;EA1289-B6;1ra. Eval.;Area remediada;3.500001146;EA1289;EA1289-B6-6770;7.483199999;7.483199999;3.499892639;34
L-X,6,PZEA1289-7;9531321.117;483433.249;307;0.25;0006-5-2025-102;B6;EA1289-B6;1ra. Eval.;Area remediada;3.49984695;EA1289;EA1289-B6-7553;7.472921965;7.472921965;3.499738669;2832
L-X,6,PZEA1289-8;9531320.938;483435.127;307;0.25;0006-5-2025-102;B6;EA1289-B6;1ra. Eval.;Area remediada;2.793939418;EA1289;EA1289-B6-8272;7.735110636;7.735110636;2.7939062;60
L-X,6,PZEA1289-9;9531332.342;483429.507;307;0.1;0006-5-2025-102;B13;EA1289-B13;1ra. Eval.;Area remediada;3.500001144;EA1289;EA1289-B13-6667;7.483199999;7.483199999;3.499892639;351
L-X,6,PZEA1289-10;9531336.084;483422.024;307;0.1;0006-5-2025-102;B13;EA1289-B13;1ra. Eval.;Area remediada;3.500001146;EA1289;EA1289-B13-8855;7.483200002;7.483200002;3.499892642;2776
L-X,6,PZEA9441-1;9531023.655;483450.086;309;0.1;0006-5-2025-102;H2;EA9441-H2;1ra. Eval.;Area remediada;3.500001146;EA9441;EA9441-H2-6406;7.4834;7.4834;3.50007972;4138
L-X,6,PZEA9441-2;9531025.265;483450.151;309;0.1;0006-5-2025-102;H2;EA9441-H2;1ra. Eval.;Area remediada;2.486104839;EA9441;EA9441-H2-8566;6.33081907;6.33081907;2.486265414;18174
L-X,6,PZEA9441-3;9531023.655;483451.957;309;0.1;0006-5-2025-102;H2;EA9441-H2;1ra. Eval.;Area remediada;3.500001146;EA9441;EA9441-H2-6594;7.483199999;7.483199999;3.499892639;3827
L-X,6,PZEA9441-4;9531021.948;483451.896;309;0.1;0006-5-2025-102;H2;EA9441-H2;1ra. Eval.;Area remediada;2.715686434;EA9441;EA9441-H2-8799;6.483158489;6.483158489;2.715596627;2672
L-X,6,PZEA9441-5R;9531077.896;483461.449;309;0.2;0006-5-2025-102;D7;EA9441-D7;1ra. Eval.;Area remediada;2.952011106;EA9441;EA9441-D7-7091;6.6533519;6.6533519;2.951870539;346
L-X,6,PZEA9441-6R;9531077.909;483463.182;309;0.2;0006-5-2025-102;D7;EA9441-D7;1ra. Eval.;Area remediada;3.500001139;EA9441;EA9441-D7-8765;7.4834;7.4834;3.50007972;1567
L-X,6,PZEA9441-7;9531079.78;483463.182;309;0.15;0006-5-2025-102;D22;EA9441-D22;1ra. Eval.;Area remediada;3.500001143;EA9441;EA9441-D7-8782;7.483400004;7.483400004;3.500079724;2264
L-X,6,PZEA9441-8;9531079.901;483461.566;309;0.15;0006-5-2025-102;D22;EA9441-D22;1ra. Eval.;Area remediada;2.390776567;EA9441;EA9441-D7-8605;7.329733136;7.329733136;2.390653041;46
L-X,6,PZEA9441-9;9531094.757;483461.322;309;0.2;0006-5-2025-102;D6;EA9441-D6;1ra. Eval.;Area remediada;3.457634101;EA9441;EA9441-D6-7094;7.328740822;7.328740822;3.457519049;496
L-X,6,PZEA9441-10;9531081.651;483457.57;309;0.1;0006-5-2025-102;D22;EA9441-D22;1ra. Eval.;Area remediada;3.50000115;EA9441;EA9441-D22-7509;7.483199999;7.483199999;3.499892639;2545
L-X,6,PZEA2131-1;9531409.018;484009.503;234;0.4;0006-5-2025-102;A3;EA2131-A3;1ra. Eval.;Area remediada;3.34246923;EA2131;EA2131-A3-8544;7.224502383;7.224502383;3.342365039;2451
L-X,6,PZEA2131-2;9531410.852;484009.74;234;0.4;0006-5-2025-102;A3;EA2131-A3;1ra. Eval.;Area remediada;2.432569944;EA2131;EA2131-A3-6686;6.418115432;6.418115432;2.432507699;2662
L-X,6,PZEA2131-3;9531414.657;484011.336;234;0.4;0006-5-2025-102;A3;EA2131-A3;1ra. Eval.;Area remediada;3.496240848;EA2131;EA2131-A3-8077;7.44338478;7.44338478;3.49631444;1072
L-X,6,PZEA2131-4;9531416.529;484013.206;234;0.4;0006-5-2025-102;A3;EA2131-A3;1ra. Eval.;Area remediada;3.50000115;EA2131;EA2131-A3-8363;7.483199999;7.483199999;3.499892639;1951
L-X,6,PZEA2131-5R;9531431.496;484020.689;234;0.2;0006-5-2025-102;A9;EA2131-A9;1ra. Eval.;Area remediada;3.500001143;EA2131;EA2131-A9-7155;7.483400002;7.483400002;3.500079722;3984
L-X,6,PZEA2131-6;9531422.141;484013.206;234;0.1;0006-5-2025-102;A11;EA2131-A11;1ra. Eval.;Area remediada;3.500001139;EA2131;EA2131-A11-8943;7.483199999;7.483199999;3.499892639;840
L-X,6,PZEA2131-7;9531423.86;484013.356;234;0.1;0006-5-2025-102;A11;EA2131-A11;1ra. Eval.;Area remediada;2.703606591;EA2131;EA2131-A11-7159;6.743949186;6.743949186;2.703544092;0
L-X,6,PZEA2131-8;9531424.012;484015.076;234;0.1;0006-5-2025-102;A11;EA2131-A11;1ra. Eval.;Area remediada;3.500001146;EA2131;EA2131-A11-6604;7.483200002;7.483200002;3.499892642;605
L-X,6,PZEA2131-9;9531424.012;484016.947;234;0.1;0006-5-2025-102;A11;EA2131-A11;1ra. Eval.;Area remediada;3.500001146;EA2131;EA2131-A11-6394;7.483400004;7.483400004;3.500079724;2116
L-X,6,PZEA2131-10;9531422.141;484016.947;234;0.1;0006-5-2025-102;A11;EA2131-A11;1ra. Eval.;Area remediada;3.500001139;EA2131;EA2131-A11-8128;7.4834;7.4834;3.50007972;1319
L-X,6,PZEA2131-12;9531429.625;484018.819;234;0.2;0006-5-2025-102;A9;EA2131-A9;1ra. Eval.;Area remediada;3.500001144;EA2131;EA2131-A9-8607;7.483199999;7.483199999;3.499892639;3774
L-X,6,PZEA9054-1R;9531162.122;483992.604;290;0.4;0006-5-2025-102;L15;EA9054-L15;1ra. Eval.;Area remediada;3.395959236;EA9054;EA9054-L15-6574;7.225830028;7.225830028;3.396045275;0
L-X,6,PZEA9054-2R;9531184.547;484000.11;290;0.4;0006-5-2025-102;L15;EA9054-L15;1ra. Eval.;Area remediada;3.500001137;EA9054;EA9054-L15-6792;7.483200002;7.483200002;3.499892642;0
L-X,6,PZEA9054-3R;9531177.063;484001.981;290;0.4;0006-5-2025-102;L15;EA9054-L15;1ra. Eval.;Area remediada;3.500001146;EA9054;EA9054-L15-7651;7.483200001;7.483200001;3.499892641;15
L-X,6,PZEA9054-4R;9531169.58;484000.11;290;0.4;0006-5-2025-102;L15;EA9054-L15;1ra. Eval.;Area remediada;3.500001144;EA9054;EA9054-L15-7801;7.483199999;7.483199999;3.499892639;54
L-X,6,PZEA9054-5;9531152.742;483973.918;290;0.1;0006-5-2025-102;L5;EA9054-L5;1ra. Eval.;Area remediada;3.50000115;EA9054;EA9054-L5-6875;7.483200001;7.483200001;3.499892641;213
L-X,6,PZEA9054-6;9531152.742;483975.789;290;0.1;0006-5-2025-102;L5;EA9054-L5;1ra. Eval.;Area remediada;3.50000115;EA9054;EA9054-L5-7186;7.483199999;7.483199999;3.499892639;1190
