punto;norte;este;altitud;prof;ca;celda_cod_plano;celda;eva;tip_comp;area_grilla;locacion;grilla;Shape_Leng;Shape_Le_1;Shape_Area;tph
L-X,6,PZEA2038-5;9530086.229;484200.448;305;0.35;0006-5-2025-102;H1;EA2038-H1;1ra. Eval.;Area remediada;2.701230083;EA2038;EA2038-H1-7346;6.693731758;6.693731758;2.701147117;2867
L-X,6,PZEA2038-6;9530084.666;484202.047;305;0.35;0006-5-2025-102;H1;EA2038-H1;1ra. Eval.;Area remediada;2.754618359;EA2038;EA2038-H1-8100;6.797912781;6.797912781;2.754554939;2629
L-X,6,PZEA2038-7;9530086.379;484204.021;305;0.35;0006-5-2025-102;H1;EA2038-H1;1ra. Eval.;Area remediada;3.460765925;EA2038;EA2038-H1-6778;7.326170038;7.326170038;3.460844163;3774
L-X,6,PZEA9459-1;9530402.54;484413.563;300;0.2;0006-5-2025-102;C3;EA9459-C3;1ra. Eval.;Area remediada;3.500001136;EA9459;EA9459-C3-8167;7.483200004;7.483200004;3.499892644;5638
L-X,6,PZEA9459-2;9530404.41;484413.563;300;0.2;0006-5-2025-102;C3;EA9459-C3;1ra. Eval.;Area remediada;3.500001143;EA9459;EA9459-C3-8441;7.483200001;7.483200001;3.499892641;216
L-X,6,PZEA9459-3;9530404.41;484414.966;300;0.2;0006-5-2025-102;C3;EA9459-C3;1ra. Eval.;Area remediada;2.229215788;EA9459;EA9459-C3-6528;7.576961957;7.576961957;2.229168743;1267
L-X,6,PZEA9459-4;9530406.121;484413.752;300;0.2;0006-5-2025-102;C3;EA9459-C3;1ra. Eval.;Area remediada;2.546687088;EA9459;EA9459-C3-7995;6.91932543;6.91932543;2.546761495;187
L-X,6,PZEA1238-1;9530256.615;484359.309;299;0.2;0006-5-2025-102;B11;EA1238-B11;1ra. Eval.;Area remediada;3.500001143;EA1238;EA1238-B11-8001;7.4834;7.4834;3.50007972;2787
L-X,6,PZEA1238-2;9530260.357;484363.05;299;0.2;0006-5-2025-102;B11;EA1238-B11;1ra. Eval.;Area remediada;3.500001134;EA1238;EA1238-B11-7024;7.483199999;7.483199999;3.499892639;1482
L-X,6,PZEA1238-3;9530262.227;484361.18;299;0.2;0006-5-2025-102;B11;EA1238-B11;1ra. Eval.;Area remediada;3.500001146;EA1238;EA1238-B11-7737;7.483199999;7.483199999;3.499892639;68
L-X,6,PZEA1238-4;9530264.098;484364.921;299;0.2;0006-5-2025-102;B11;EA1238-B11;1ra. Eval.;Area remediada;3.50000115;EA1238;EA1238-B11-8514;7.4834;7.4834;3.50007972;2199
L-X,6,PZEA1238-5;9530264.098;484366.792;299;0.2;0006-5-2025-102;B11;EA1238-B11;1ra. Eval.;Area remediada;3.50000115;EA1238;EA1238-B11-7559;7.483599998;7.483599998;3.500266808;2241
L-X,6,PZEA1238-6;9530265.753;484366.818;299;0.2;0006-5-2025-102;B11;EA1238-B11;1ra. Eval.;Area remediada;2.684552386;EA1238;EA1238-B11-8268;6.626652185;6.626652185;2.684554409;2190
L-X,6,PZEA1238-7;9530251.003;484361.18;299;0.15;0006-5-2025-102;B8;EA1238-B8;1ra. Eval.;Area remediada;3.500001153;EA1238;EA1238-B7-8205;7.483399998;7.483399998;3.500079719;4348
L-X,6,PZEA1238-8R;9530251.002;484359.309;299;0.15;0006-5-2025-102;B8;EA1238-B8;1ra. Eval.;Area remediada;3.500001153;EA1238;EA1238-B7-6674;7.4836;7.4836;3.50026681;275
L-X,6,PZEA1238-9R;9530252.873;484361.18;299;0.15;0006-5-2025-102;B8;EA1238-B8;1ra. Eval.;Area remediada;3.50000115;EA1238;EA1238-B8-8110;7.483199999;7.483199999;3.499892639;871
L-X,6,PZEA1238-10R;9530254.741;484361.175;299;0.15;0006-5-2025-102;B8;EA1238-B8;1ra. Eval.;Area remediada;3.483772026;EA1238;EA1238-B8-7730;7.429384289;7.429384289;3.483650214;2131
L-X,6,PZEA2332-1R;9529164.051;481543.712;292;0.15;0006-5-2025-102;B6;EA2332-B6;1ra. Eval.;Area remediada;3.497949744;EA2332;EA2332-B6-889;7.449249602;7.449249602;3.497841614;20
L-X,6,PZEA2332-2;9529162.18;481549.324;292;0.15;0006-5-2025-102;B6;EA2332-B6;1ra. Eval.;Area remediada;3.500001146;EA2332;EA2332-B7-1499;7.483200001;7.483200001;3.499892641;1875
L-X,6,PZEA2332-3;9529164.051;481547.453;292;0.15;0006-5-2025-102;B6;EA2332-B6;1ra. Eval.;Area remediada;3.500001156;EA2332;EA2332-B7-4001;7.483399998;7.483399998;3.500079719;346
L-X,6,PZEA2332-4R;9529167.792;481545.582;292;0.15;0006-5-2025-102;B6;EA2332-B6;1ra. Eval.;Area remediada;3.500001141;EA2332;EA2332-B6-3339;7.4834;7.4834;3.50007972;22
L-X,6,PZEA2332-5;9529188.317;481555.088;292;0.15;0006-5-2025-102;I1;EA2332-I1;1ra. Eval.;Area remediada;2.901157801;EA2332;EA2332-I1-1463;6.921512644;6.921512644;2.9011431;315
L-X,6,PZEA2332-6;9529188.486;481556.728;292;0.15;0006-5-2025-102;I1;EA2332-I1;1ra. Eval.;Area remediada;3.004164855;EA2332;EA2332-I1-6037;7.057602427;7.057602427;3.004097333;1139
L-X,6,PZEA2332-7;9529190.242;481556.807;292;0.15;0006-5-2025-102;I1;EA2332-I1;1ra. Eval.;Area remediada;3.500001139;EA2332;EA2332-I1-4889;7.483200002;7.483200002;3.499892642;2143
L-X,6,PZEA2332-8;9529190.246;481558.391;292;0.15;0006-5-2025-102;I1;EA2332-I1;1ra. Eval.;Area remediada;2.427417743;EA2332;EA2332-I1-459;6.336866865;6.336866865;2.427363003;833
L-X,6,PZEA2332-9R;9529160.309;481562.419;292;0.4;0006-5-2025-102;B21;EA2332-B21;1ra. Eval.;Area remediada;3.50000115;EA2332;EA2332-B21-5319;7.483400002;7.483400002;3.500079722;15400
L-X,6,PZEA2332-10R;9529165.922;481556.807;292;0.4;0006-5-2025-102;B21;EA2332-B21;1ra. Eval.;Area remediada;3.500001139;EA2332;EA2332-B21-4838;7.483199999;7.483199999;3.499892639;6214
L-X,6,PZEA2332-11R;9529154.697;481569.903;292;0.4;0006-5-2025-102;B21;EA2332-B21;1ra. Eval.;Area remediada;3.500001146;EA2332;EA2332-B28-3755;7.4834;7.4834;3.50007972;406
L-X,6,PZEA2332-12R;9529156.567;481564.29;292;0.4;0006-5-2025-102;B21;EA2332-B21;1ra. Eval.;Area remediada;3.50000115;EA2332;EA2332-B21-5063;7.483200001;7.483200001;3.499892641;12718
L-X,6,PZEA1509-1;9528589.811;479641.07;298;0.15;0006-5-2025-102;D3;EA1509-D3;1ra. Eval.;Area remediada;2.720307636;EA1509;EA1509-D3-3152;6.691530951;6.691530951;2.720242935;57
L-X,6,PZEA1509-2;9528591.577;479641.078;298;0.15;0006-5-2025-102;D3;EA1509-D3;1ra. Eval.;Area remediada;3.50000115;EA1509;EA1509-D3-1160;7.483200001;7.483200001;3.499892641;7
L-X,6,PZEA1509-3;9528593.38;479641.233;298;0.15;0006-5-2025-102;D3;EA1509-D3;1ra. Eval.;Area remediada;2.876856643;EA1509;EA1509-D3-1788;6.932273125;6.932273125;2.876882931;13
L-X,6,PZEA1509-4;9528574.74;479644.82;298;0.1;0006-5-2025-102;B17;EA1509-B17;1ra. Eval.;Area remediada;3.500001146;EA1509;EA1509-B17-2942;7.483399998;7.483399998;3.500079719;726
L-X,6,PZEA1509-5;9528574.742;479646.689;298;0.1;0006-5-2025-102;B17;EA1509-B17;1ra. Eval.;Area remediada;3.492009986;EA1509;EA1509-B17-2122;7.411429659;7.411429659;3.49208688;622
L-X,6,PZEA1509-6;9528578.565;479646.576;298;0.1;0006-5-2025-102;B17;EA1509-B17;1ra. Eval.;Area remediada;2.997079761;EA1509;EA1509-B17-5815;6.92435167;6.92435167;2.99699178;1307
L-X,6,PZEA1509-7;9528580.352;479646.691;298;0.1;0006-5-2025-102;B17;EA1509-B17;1ra. Eval.;Area remediada;3.500001146;EA1509;EA1509-B17-2531;7.483400004;7.483400004;3.500079724;784
L-X,6,BAT-BA35-1;9529695.345;480866.512;280;0.4;0006-5-2025-102;S1;BAT-BA35-S1;1ra. Eval.;Area remediada;3.341503325;BAT-BA35;BAT-BA35-S1-3232;7.285920658;7.285920658;3.341431922;340
L-X,6,BAT-BA35-2;9529695.372;480868.04;280;0.4;0006-5-2025-102;S1;BAT-BA35-S1;1ra. Eval.;Area remediada;2.371521916;BAT-BA35;BAT-BA35-S1-2763;6.277497858;6.277497858;2.371519622;6
L-X,6,BAT-BA35-3;9529693.502;480868.016;280;0.4;0006-5-2025-102;S1;BAT-BA35-S1;1ra. Eval.;Area remediada;2.280831852;BAT-BA35;BAT-BA35-S1-2963;6.146315943;6.146315943;2.28079986;428
L-X,6,BAT-BA35-4;9529693.596;480866.588;280;0.4;0006-5-2025-102;S1;BAT-BA35-S1;1ra. Eval.;Area remediada;2.948258839;BAT-BA35;BAT-BA35-S1-5869;6.868880424;6.868880424;2.948196283;41
L-X,6,BAT-BA35-5;9529807.63;480890.813;280;0.1;0006-5-2025-102;AE6;BAT-BA35-AE6;1ra. Eval.;Area remediada;3.416789905;BAT-BA35;BAT-BA35-AE6-4104;7.336055925;7.336055925;3.41670268;58
L-X,6,BAT-BA35-6;9529805.7;480892.43;280;0.1;0006-5-2025-102;AE6;BAT-BA35-AE6;1ra. Eval.;Area remediada;2.612059828;BAT-BA35;BAT-BA35-AE6-4642;6.576649797;6.576649797;2.612150579;15
L-X,6,BAT-BA35-7;9529801.995;480892.641;280;0.1;0006-5-2025-102;AE6;BAT-BA35-AE6;1ra. Eval.;Area remediada;3.416071429;BAT-BA35;BAT-BA35-AE6-3684;7.391857075;7.391857075;3.415979159;31
L-X,6,BAT-BA35-8;9529798.262;480892.663;280;0.1;0006-5-2025-102;AE6;BAT-BA35-AE6;1ra. Eval.;Area remediada;3.50000115;BAT-BA35;BAT-BA35-AE6-2234;7.483199999;7.483199999;3.499892639;85
L-X,6,BAT-BA35-9R;9529809.486;480890.792;280;0.1;0006-5-2025-102;AE6;BAT-BA35-AE6;1ra. Eval.;Area remediada;3.498472553;BAT-BA35;BAT-BA35-AE6-3937;7.453007205;7.453007205;3.498364834;24
L-X,6,PZEA9219-1;9528365.266;479697.211;296;0.2;0006-5-2025-102;B3;EA9219-B3;1ra. Eval.;Area remediada;3.27733173;EA9219;EA9219-B3-850;7.206104212;7.206104212;3.277201059;30
L-X,6,PZEA9219-2;9528367.078;479699.074;296;0.2;0006-5-2025-102;B3;EA9219-B3;1ra. Eval.;Area remediada;3.50000115;EA9219;EA9219-B3-4674;7.4834;7.4834;3.50007972;21
L-X,6,PZEA9219-3;9528367.048;479700.684;296;0.2;0006-5-2025-102;B3;EA9219-B3;1ra. Eval.;Area remediada;2.515909497;EA9219;EA9219-B3-5153;6.449466013;6.449466013;2.516079864;13
L-X,6,PZEA9219-4;9528368.944;479699.094;296;0.2;0006-5-2025-102;B3;EA9219-B3;1ra. Eval.;Area remediada;3.417567998;EA9219;EA9219-B3-1289;7.705370838;7.705370838;3.417457774;22
L-X,6,PZEA939-1RS;9528627.123;479360.454;303;0.4;0006-5-2025-102;B25;EA939-B25;1ra. Eval.;Area remediada;3.500001153;EA939;EA939-B25-3533;7.483400004;7.483400004;3.500079724;120
L-X,6,PZEA939-2RS;9528634.607;479362.325;303;0.4;0006-5-2025-102;B25;EA939-B25;1ra. Eval.;Area remediada;3.500001141;EA939;EA939-B25-3899;7.483199999;7.483199999;3.499892639;29178
L-X,6,PZEA939-3R;9528630.985;479360.611;303;0.4;0006-5-2025-102;B25;EA939-B25;1ra. Eval.;Area remediada;2.764005296;EA939;EA939-B25-5347;7.218761708;7.218761708;2.76403324;22277
L-X,6,PZEA939-4;9528623.381;479354.841;303;0.4;0006-5-2025-102;B25;EA939-B25;1ra. Eval.;Area remediada;3.50000115;EA939;EA939-B4-6128;7.483200001;7.483200001;3.499892641;35
L-X,6,PZEA939-5R;9528642.085;479388.52;303;0.1;0006-5-2025-102;I6;EA939-I6;1ra. Eval.;Area remediada;3.482908029;EA939;EA939-I6-2433;7.37533434;7.37533434;3.482808491;1618
L-X,6,PZEA939-6R;9528640.216;479386.648;303;0.1;0006-5-2025-102;I6;EA939-I6;1ra. Eval.;Area remediada;3.489579019;EA939;EA939-I6-636;7.399536681;7.399536681;3.489469514;26
L-X,6,PZEA939-7R;9528638.375;479386.555;303;0.1;0006-5-2025-102;I6;EA939-I6;1ra. Eval.;Area remediada;2.859978493;EA939;EA939-I6-5715;7.724364186;7.724364186;2.86003947;290
L-X,6,PZEA939-8;9528634.617;479386.635;303;0.1;0006-5-2025-102;I6;EA939-I6;1ra. Eval.;Area remediada;3.454568475;EA939;EA939-I7-1887;7.306881752;7.306881752;3.454460639;1240
L-X,6,PZEA2382-1R;9529268.817;480207.939;298;0.15;0006-5-2025-102;B5;EA2382-B5;1ra. Eval.;Areas remediadas;3.500001156;EA2382;EA2382-B5-690;7.483199999;7.483199999;3.499892639;605
L-X,6,PZEA2382-2;9529272.559;480204.198;298;0.15;0006-5-2025-102;B5;EA2382-B5;1ra. Eval.;Areas remediadas;3.500001141;EA2382;EA2382-B5-5919;7.4834;7.4834;3.50007972;14
L-X,6,PZEA2382-3;9529272.528;480206.044;298;0.15;0006-5-2025-102;B5;EA2382-B5;1ra. Eval.;Areas remediadas;3.375842264;EA2382;EA2382-B5-3083;7.238343381;7.238343381;3.375729314;82
L-X,6,PZEA2382-4R;9529266.946;480207.939;298;0.15;0006-5-2025-102;B5;EA2382-B5;1ra. Eval.;Areas remediadas;3.500001143;EA2382;EA2382-B5-5235;7.483200002;7.483200002;3.499892642;440
L-X,6,PZEA2382-5;9529266.946;480209.81;298;0.15;0006-5-2025-102;B5;EA2382-B5;1ra. Eval.;Areas remediadas;3.500001143;EA2382;EA2382-B5-1087;7.483200004;7.483200004;3.499892644;225
L-X,6,PZEA2382-6R;9529276.301;480215.423;298;0.15;0006-5-2025-102;B12;EA2382-B12;1ra. Eval.;Areas remediadas;3.500001143;EA2382;EA2382-B12-3959;7.483400002;7.483400002;3.500079722;571
L-X,6,PZEA2382-7;9529272.559;480213.552;298;0.15;0006-5-2025-102;B12;EA2382-B12;1ra. Eval.;Areas remediadas;3.50000115;EA2382;EA2382-B12-1112;7.483200001;7.483200001;3.499892641;44
L-X,6,PZEA2382-8;9529274.43;480213.552;298;0.15;0006-5-2025-102;B12;EA2382-B12;1ra. Eval.;Areas remediadas;3.500001139;EA2382;EA2382-B12-2008;7.483200001;7.483200001;3.499892641;333
L-X,6,PZEA2382-9;9529276.301;480213.552;298;0.15;0006-5-2025-102;B12;EA2382-B12;1ra. Eval.;Areas remediadas;3.500001143;EA2382;EA2382-B12-2949;7.483400004;7.483400004;3.500079724;655
L-X,6,PZEA2382-10R;9529268.817;480222.906;298;0.2;0006-5-2025-102;B23;EA2382-B23;1ra. Eval.;Areas remediadas;3.500001151;EA2382;EA2382-B24-965;7.483199999;7.483199999;3.499892639;4018
L-X,6,PZEA2382-11R;9529266.995;480224.722;298;0.2;0006-5-2025-102;B23;EA2382-B23;1ra. Eval.;Areas remediadas;3.259398536;EA2382;EA2382-B24-6177;7.088321427;7.088321427;3.259445123;171
L-X,6,PZEA2382-12;9529268.817;480219.164;298;0.2;0006-5-2025-102;B23;EA2382-B23;1ra. Eval.;Areas remediadas;3.500001156;EA2382;EA2382-B23-577;7.483200001;7.483200001;3.499892641;1806
L-X,6,PZEA2382-13;9529266.946;480221.035;298;0.2;0006-5-2025-102;B23;EA2382-B23;1ra. Eval.;Areas remediadas;3.500001143;EA2382;EA2382-B23-4266;7.483200002;7.483200002;3.499892642;1830
L-X,6,PZEA9476-1;9532148.014;486555.755;300;0.2;0005-5-2025-102;D3;EA9476-D3;1ra. Eval.;Areas remediadas;2.715527563;EA9476;EA9476-D3-4237;6.631086913;6.631086913;2.715621872;1692
L-X,6,PZEA9476-2;9532149.843;486556.032;300;0.2;0005-5-2025-103;D3;EA9476-D3;1ra. Eval.;Areas remediadas;2.09388324;EA9476;EA9476-D3-2236;6.183892116;6.183892116;2.09379154;1336
L-X,6,PZEA9476-3;9532151.812;486557.476;300;0.2;0005-5-2025-104;D3;EA9476-D3;1ra. Eval.;Areas remediadas;3.25606601;EA9476;EA9476-D3-3126;7.095407189;7.095407189;3.255989654;614
L-X,6,PZEA9476-4;9532153.446;486557.443;300;0.2;0005-5-2025-105;D3;EA9476-D3;1ra. Eval.;Areas remediadas;2.697676409;EA9476;EA9476-D3-2524;6.664870882;6.664870882;2.697692698;640
L-X,6,PZEA9421-1;9532080.673;486602.433;307;0.3;0005-5-2025-106;B8;EA9421-B8;1ra. Eval.;Areas remediadas;3.500001139;EA9421;EA9421-B8-5894;7.483200001;7.483200001;3.499892641;26
L-X,6,PZEA9421-2;9532078.809;486602.442;307;0.3;0005-5-2025-107;B8;EA9421-B8;1ra. Eval.;Areas remediadas;3.46451265;EA9421;EA9421-B8-4526;7.410285988;7.410285988;3.46438924;1234
L-X,6,PZEA9421-4;9532082.544;486602.433;307;0.3;0005-5-2025-108;B8;EA9421-B8;1ra. Eval.;Areas remediadas;3.500001146;EA9421;EA9421-B8-2032;7.483400004;7.483400004;3.500079724;26
L-X,6,PZEA9421-5;9532076.932;486628.624;307;0.1;0005-5-2025-109;G5;EA9421-G5;1ra. Eval.;Areas remediadas;3.500001139;EA9421;EA9421-G1-6063;7.483399998;7.483399998;3.500079719;80
L-X,6,PZEA9421-6;9532078.68;486628.685;307;0.1;0005-5-2025-110;G5;EA9421-G5;1ra. Eval.;Areas remediadas;2.999799785;EA9421;EA9421-G1-6348;7.094174813;7.094174813;2.99969694;35
L-X,6,PZEA9421-7;9532076.932;486630.495;307;0.1;0005-5-2025-111;G1;EA9421-G1;1ra. Eval.;Areas remediadas;3.500001139;EA9421;EA9421-G1-3915;7.4836;7.4836;3.50026681;122
L-X,6,PZEA9421-8;9532077.096;486632.249;307;0.1;0005-5-2025-112;G1;EA9421-G1;1ra. Eval.;Areas remediadas;2.751806319;EA9421;EA9421-G1-5593;6.746207542;6.746207542;2.751833078;149
L-X,6,PZEA7096-1;9532338.802;486894.332;304;0.3;0005-5-2025-113;B20;EA7096-B20;1ra. Eval.;Areas remediadas;3.279487385;EA7096;EA7096-B20-2912;7.101571775;7.101571775;3.279538433;176
L-X,6,PZEA7096-2;9532337.086;486894.398;304;0.3;0005-5-2025-114;B20;EA7096-B20;1ra. Eval.;Areas remediadas;2.931214971;EA7096;EA7096-B20-3182;6.859490634;6.859490634;2.931341;857
L-X,6,PZEA7096-3;9532336.977;486896.153;304;0.3;0005-5-2025-115;B20;EA7096-B20;1ra. Eval.;Areas remediadas;3.500001139;EA7096;EA7096-B20-1202;7.483199999;7.483199999;3.499892639;239
L-X,6,PZEA7096-4;9532335.188;486896.238;304;0.3;0005-5-2025-116;B20;EA7096-B20;1ra. Eval.;Areas remediadas;3.092795985;EA7096;EA7096-B20-2285;6.955486082;6.955486082;3.092888354;76
L-X,6,PZEA7096-5;9532327.623;486903.636;304;0.2;0005-5-2025-117;B15;EA7096-B15;1ra. Eval.;Areas remediadas;3.50000115;EA7096;EA7096-B15-4246;7.4834;7.4834;3.50007972;18
L-X,6,PZEA7096-6;9532329.494;486911.12;304;0.2;0005-5-2025-118;B15;EA7096-B15;1ra. Eval.;Areas remediadas;3.500001137;EA7096;EA7096-B15-2973;7.483200002;7.483200002;3.499892642;0
L-X,6,PZEA7096-7;9532329.433;486912.754;304;0.2;0005-5-2025-119;B15;EA7096-B15;1ra. Eval.;Areas remediadas;2.580211029;EA7096;EA7096-B15-4200;6.456379898;6.456379898;2.580160367;0
L-X,6,PZEA7096-8;9532323.854;486916.704;304;0.2;0005-5-2025-120;B15;EA7096-B15;1ra. Eval.;Areas remediadas;3.380681651;EA7096;EA7096-B15-5418;7.19945973;7.19945973;3.380575619;0
L-X,6,PZEA7096-9;9532321.932;486918.516;304;0.2;0005-5-2025-121;B15;EA7096-B15;1ra. Eval.;Areas remediadas;3.094827699;EA7096;EA7096-B15-4167;6.960557226;6.960557226;3.094934445;0
L-X,6,PZEA7096-10;9532320.096;486941.098;304;0.2;0005-5-2025-122;I3;EA7096-I3;1ra. Eval.;Areas remediadas;3.124061409;EA7096;EA7096-I3-2840;6.80981332;6.80981332;3.124010303;13
L-X,6,PZEA7096-11;9532322.065;486944.734;304;0.2;0005-5-2025-123;I3;EA7096-I3;1ra. Eval.;Areas remediadas;3.0754737;EA7096;EA7096-I3-2550;7.211680032;7.211680032;3.075578649;354
L-X,6,PZEA7096-12;9532323.564;486944.834;304;0.2;0005-5-2025-124;I3;EA7096-I3;1ra. Eval.;Areas remediadas;2.302821683;EA7096;EA7096-I3-3519;6.228649365;6.228649365;2.302767719;49
L-X,6,PZEA1225-2;9532052.589;486819.429;310;0.2;0005-5-2025-125;B19;EA1225-B19;1ra. Eval.;Areas remediadas;3.409562501;EA1225;EA1225-B19-3049;7.238496898;7.238496898;3.409444447;4669
L-X,6,PZEA1225-4;9532050.74;486821.32;310;0.2;0005-5-2025-126;B19;EA1225-B19;1ra. Eval.;Areas remediadas;3.50000115;EA1225;EA1225-B19-4075;7.483399998;7.483399998;3.500079719;2846
L-X,6,PZEA1225-5;9532033.903;486817.578;310;0.2;0005-5-2025-127;B26;EA1225-B26;1ra. Eval.;Areas remediadas;3.500001153;EA1225;EA1225-B12-4794;7.483400004;7.483400004;3.500079724;21
L-X,6,PZEA1225-6;9532033.903;486819.449;310;0.2;0005-5-2025-128;B12;EA1225-B12;1ra. Eval.;Areas remediadas;3.500001153;EA1225;EA1225-B12-4761;7.483200002;7.483200002;3.499892642;818
L-X,6,PZEA1225-7;9532033.903;486821.32;310;0.2;0005-5-2025-129;B12;EA1225-B12;1ra. Eval.;Areas remediadas;3.500001153;EA1225;EA1225-B12-1169;7.483200002;7.483200002;3.499892642;4589
L-X,6,PZEA1225-8;9532035.773;486821.32;310;0.2;0005-5-2025-130;B12;EA1225-B12;1ra. Eval.;Areas remediadas;3.50000115;EA1225;EA1225-B12-689;7.483199999;7.483199999;3.499892639;1052
L-X,6,PZEA1225-9;9532035.773;486817.578;310;0.2;0005-5-2025-131;B26;EA1225-B26;1ra. Eval.;Areas remediadas;3.50000115;EA1225;EA1225-B12-6256;7.4834;7.4834;3.50007972;5
L-X,6,PZEA1225-10;9532034.042;486834.239;310;0.2;0005-5-2025-132;B15;EA1225-B15;1ra. Eval.;Areas remediadas;2.654840322;EA1225;EA1225-B14-3792;6.731144461;6.731144461;2.654743067;4034
L-X,6,PZEA1225-11;9532035.773;486834.416;310;0.2;0005-5-2025-133;B14;EA1225-B14;1ra. Eval.;Areas remediadas;3.500001153;EA1225;EA1225-B14-1597;7.483199999;7.483199999;3.499892639;2808
L-X,6,PZEA1225-12;9532037.493;486834.52;310;0.2;0005-5-2025-134;B14;EA1225-B14;1ra. Eval.;Areas remediadas;2.8255723;EA1225;EA1225-B14-6250;6.964730335;6.964730335;2.825593593;4113
L-X,6,PZEA1225-13;9532037.603;486836.296;310;0.2;0005-5-2025-135;B14;EA1225-B14;1ra. Eval.;Areas remediadas;3.340899525;EA1225;EA1225-B14-5576;7.498618165;7.498618165;3.341097504;1926
L-X,6,PZEA1263-1;9532567.089;486673.524;305;0.25;0005-5-2025-136;B2;EA1263-B2;1ra. Eval.;Areas remediadas;3.500001139;EA1263;EA1263-B2-4215;7.483400002;7.483400002;3.500079722;1425
L-X,6,PZEA1263-2;9532568.576;486673.6;305;0.25;0005-5-2025-137;B2;EA1263-B2;1ra. Eval.;Areas remediadas;2.025076915;EA1263;EA1263-B2-3059;5.979590534;5.979590534;2.024953919;3317
L-X,6,PZEA1263-3;9532565.258;486673.556;305;0.25;0005-5-2025-138;B2;EA1263-B2;1ra. Eval.;Areas remediadas;3.336327608;EA1263;EA1263-B2-3941;7.184397642;7.184397642;3.336238764;3808
L-X,6,PZEA1263-4;9532565.218;486677.266;305;0.25;0005-5-2025-139;B2;EA1263-B2;1ra. Eval.;Areas remediadas;3.500001146;EA1263;EA1263-B2-1134;7.483199999;7.483199999;3.499892639;226
L-X,6,PZEA1961-1;9532546.402;486544.68;305;0.2;0005-5-2025-140;C3;EA1961-C3;1ra. Eval.;Areas remediadas;2.491033503;EA1961;EA1961-C3-4121;6.647979811;6.647979811;2.490940619;417
L-X,6,PZEA1961-2;9532550.141;486546.476;305;0.2;0005-5-2025-141;C3;EA1961-C3;1ra. Eval.;Areas remediadas;2.753635334;EA1961;EA1961-C3-5873;6.761443718;6.761443718;2.753663039;1706
L-X,6,PZEA1961-3;9532550.37;486547.809;305;0.2;0005-5-2025-142;C3;EA1961-C3;1ra. Eval.;Areas remediadas;2.018033568;EA1961;EA1961-C3-5763;6.070197531;6.070197531;2.01793842;3747
L-X,6,PZEA1961-4;9532552.107;486548.19;305;0.2;0005-5-2025-143;C3;EA1961-C3;1ra. Eval.;Areas remediadas;3.102732662;EA1961;EA1961-C3-1388;6.79272827;6.79272827;3.102651389;1831
L-X,6,PZEA9437-1;9532697.972;486473.419;305;0.3;0005-5-2025-144;E3;EA9437-E3;1ra. Eval.;Areas remediadas;3.14419661;EA9437;EA9437-E3-4446;6.989155545;6.989155545;3.144087314;65
L-X,6,PZEA9437-2;9532698.114;486475.166;305;0.3;0005-5-2025-145;E3;EA9437-E3;1ra. Eval.;Areas remediadas;3.218312705;EA9437;EA9437-E3-6331;7.081952918;7.081952918;3.2184091;63
L-X,6,PZEA9437-3;9532699.943;486478.924;305;0.3;0005-5-2025-146;E3;EA9437-E3;1ra. Eval.;Areas remediadas;2.537567691;EA9437;EA9437-E3-5647;6.39607583;6.39607583;2.537440801;57
L-X,6,PZEA9437-4;9532703.673;486486.446;305;0.3;0005-5-2025-147;E3;EA9437-E3;1ra. Eval.;Areas remediadas;2.338815561;EA9437;EA9437-E3-6053;6.615533964;6.615533964;2.338742715;210
L-X,6,PZEA9437-5;9532585.765;486480.929;305;0.4;0005-5-2025-148;K2;EA9437-K2;1ra. Eval.;Areas remediadas;3.090597147;EA9437;EA9437-K2-118;6.785443568;6.785443568;3.090638775;6
L-X,6,PZEA9437-6;9532585.797;486482.7;305;0.4;0005-5-2025-149;K2;EA9437-K2;1ra. Eval.;Areas remediadas;3.500001143;EA9437;EA9437-K2-3912;7.4836;7.4836;3.50026681;4103
L-X,6,PZEA9437-7;9532585.624;486484.419;305;0.4;0005-5-2025-150;K2;EA9437-K2;1ra. Eval.;Areas remediadas;2.630711049;EA9437;EA9437-K2-2687;6.858078292;6.858078292;2.630773864;1342
L-X,6,PZEA9437-8;9532583.996;486482.707;305;0.4;0005-5-2025-151;K2;EA9437-K2;1ra. Eval.;Areas remediadas;3.132988271;EA9437;EA9437-K2-1903;7.568997703;7.568997703;3.133022509;22
L-X,6,PZEA1792-1;9532615.73;486276.909;298;0.1;0005-5-2025-152;B3;EA1792-B3;1ra. Eval.;Areas remediadas;3.500001146;EA1792;EA1792-B3-1396;7.483200002;7.483200002;3.499892642;2303
L-X,6,PZEA1792-2;9532619.265;486278.763;298;0.1;0005-5-2025-153;B3;EA1792-B3;1ra. Eval.;Areas remediadas;2.66508187;EA1792;EA1792-B3-1128;7.961985388;7.961985388;2.665109429;460
L-X,6,PZEA1792-3;9532621.354;486280.675;298;0.1;0005-5-2025-154;B4;EA1792-B4;1ra. Eval.;Areas remediadas;3.4012321;EA1792;EA1792-B3-713;7.738867142;7.738867142;3.401126099;68
L-X,6,PZEA1792-4;9532619.472;486282.521;298;0.1;0005-5-2025-155;B3;EA1792-B3;1ra. Eval.;Areas remediadas;3.497834077;EA1792;EA1792-B3-1129;7.445320645;7.445320645;3.49809713;2017
